id,price,total_sqft,site_location,size,availability
2016,42.66,1400,Kothrud,3,0
2151,43.76,2998,Kothrud,4,0
2168,44,1095,Kothrud,2,1
2228,44,800,Kothrud,2,0
2246,44.17,981,Kothrud,2,1
2260,44.5,1100,Kothrud,2,0
2274,44.75,1100,Kothrud,2,0
2287,45,1150,Kothrud,2,0
2369,45,750,Kothrud,2,1
2455,45,1550,Kothrud,3,0
2473,45,1565,Kothrud,3,0
2849,47.12,650,Kothrud,1,0
3009,48,1112,Kothrud,3,1
3074,49,1200,Kothrud,2,1
3360,50,927,Kothrud,2,1
3584,52,425,Kothrud,1,0
3597,52,800,Kothrud,2,0
3716,52.5,1083,Kothrud,2,1
3744,53,1000,Kothrud,2,0
3761,53,690,Kothrud,1,0
3793,53,1150,Kothrud,2,0
3808,53,700,Kothrud,2,1
3856,53.76,1650,Kothrud,3,0
4184,55,600,Kothrud,1,0
4194,55,1365,Kothrud,3,0
4341,56,615,Kothrud,1,0
4515,57,1050,Kothrud,2,0
4548,57,560,Kothrud,1,0
4580,58,693,Kothrud,1,1
4671,58,620,Kothrud,1,0
4680,58,1350,Kothrud,3,1
4770,59,984,Kothrud,3,1
4935,60,620,Kothrud,1,0
4955,60,595,Kothrud,1,1
5397,63.2,1170,Kothrud,3,0
5480,64.5,850,Kothrud,2,0
5905,66.88,1100,Kothrud,2,0
6035,68,416,Kothrud,1,1
6079,68,1050,Kothrud,2,0
6183,69,1145,Kothrud,2,1
6283,70,550,Kothrud,1,0
2,9,650,Law College Road,1,0
90,16.5,1078,Law College Road,2,0
207,22.34,800,Law College Road,2,1
772,33,1189,Law College Road,3,0
1082,36,600,Law College Road,1,0
1122,36,2355,Law College Road,4,0
1354,38.3,540,Law College Road,1,1
1407,39,1511,Law College Road,3,0
1555,40,642,Law College Road,1,1
1639,40,1150,Law College Road,2,0
1682,40,950,Law College Road,2,0
1708,40.42,2590,Law College Road,3,0
1816,41,625,Law College Road,1,0
1929,42,1000,Law College Road,2,0
2011,42.6,2590,Law College Road,6,0
2014,42.6,800,Law College Road,2,0
2079,43,750,Law College Road,1,0
2146,43.71,1000,Law College Road,2,0
2211,44,710,Law College Road,1,1
2262,44.5,650,Law College Road,1,0
2407,45,900,Law College Road,2,0
2691,46,1095,Law College Road,2,0
2718,46.37,905,Law College Road,2,0
2771,47,579,Law College Road,2,1
2847,47,650,Law College Road,1,0
3016,48.1,408,Law College Road,1,1
3342,50,685,Law College Road,1,0
3529,51.48,446,Law College Road,1,0
3739,52.85,2200,Law College Road,4,0
3938,54.3,1250,Law College Road,1,0
3952,54.59,1050,Law College Road,2,1
3991,55,578,Law College Road,1,0
4078,55,650,Law College Road,1,0
4188,55,950,Law College Road,2,0
4395,56,990,Law College Road,3,1
4412,56.1,1077,Law College Road,3,1
4779,59,1309,Law College Road,3,1
4781,59,885,Law College Road,3,1
4821,59.5,324,Law College Road,1,0
4894,60,600,Law College Road,1,0
4956,60,630,Law College Road,1,1
4969,60,665,Law College Road,1,1
5015,60,675,Law College Road,2,1
5176,61.2,1100,Law College Road,1,1
5243,62,1491,Law College Road,3,0
5274,62,907,Law College Road,2,1
5438,64,1005,Law College Road,2,1
5539,65,975,Law College Road,2,0
5574,65,675,Law College Road,1,0
5745,65,630,Law College Road,1,0
5861,66,902,Law College Road,2,0
6236,69.61,1660,Law College Road,3,1
6281,70,1200,Law College Road,3,0
5,10,2000,Laxmi Road,4,0
75,16.45,1395,Laxmi Road,3,0
156,20,1155,Laxmi Road,2,0
239,24,573,Laxmi Road,2,1
265,25,1200,Laxmi Road,2,0
544,30,1151,Laxmi Road,2,0
548,30,556,Laxmi Road,2,0
1042,35.23,690,Laxmi Road,1,0
1160,36.69,1100,Laxmi Road,2,0
1319,38,620,Laxmi Road,1,1
1357,38.33,1050,Laxmi Road,3,0
1390,38.77,1215,Laxmi Road,2,0
1510,39.9,1150,Laxmi Road,3,0
1618,40,650,Laxmi Road,1,0
1700,40.25,1482,Laxmi Road,3,0
1758,40.84,1463,Laxmi Road,2,0
1802,41,700,Laxmi Road,1,0
1905,42,585,Laxmi Road,1,0
1914,42,560,Laxmi Road,1,0
1930,42,909,Laxmi Road,2,0
2144,43.68,1750,Laxmi Road,3,1
2177,44,2800,Laxmi Road,4,1
2180,44,806,Laxmi Road,2,0
2193,44,1150,Laxmi Road,3,0
2232,44,625,Laxmi Road,1,0
2276,44.8,900,Laxmi Road,2,0
2335,45,540,Laxmi Road,1,0
2508,45,960,Laxmi Road,2,0
2509,45,4320,Laxmi Road,4,0
2621,46,520,Laxmi Road,1,0
2624,46,847,Laxmi Road,1,0
2712,46.2,1150,Laxmi Road,2,0
2835,47,350,Laxmi Road,1,0
2841,47,300,Laxmi Road,1,0
3025,48.38,2550,Laxmi Road,4,1
3115,49,833,Laxmi Road,2,1
3182,49.86,1466,Laxmi Road,4,1
3388,50,1020,Laxmi Road,2,0
3443,50.36,880,Laxmi Road,3,1
3459,50.75,1120,Laxmi Road,2,0
3571,52,1820,Laxmi Road,2,0
3608,52,590,Laxmi Road,1,0
3676,52,1502,Laxmi Road,3,0
3747,53,510,Laxmi Road,1,1
3753,53,1545,Laxmi Road,3,0
3824,53.4,664,Laxmi Road,2,1
3852,53.67,1435,Laxmi Road,3,1
3868,54,890,Laxmi Road,2,0
3903,54,473,Laxmi Road,1,1
4224,55,500,Laxmi Road,2,1
4340,56,650,Laxmi Road,1,0
4347,56,950,Laxmi Road,2,0
4533,57,1120,Laxmi Road,2,1
4541,57,1055,Laxmi Road,2,1
4678,58,630,Laxmi Road,1,0
4762,59,875,Laxmi Road,2,1
5017,60,1250,Laxmi Road,3,0
5069,60,733,Laxmi Road,2,1
5155,61,900,Laxmi Road,2,0
5315,62.4,970,Laxmi Road,2,0
5388,63,1050,Laxmi Road,2,0
5449,64,590,Laxmi Road,1,0
5498,65,1650,Laxmi Road,3,1
5606,65,880,Laxmi Road,2,1
5612,65,980,Laxmi Road,1,0
5767,65,1800,Laxmi Road,3,0
5850,66,1056,Laxmi Road,2,0
5888,66.25,864,Laxmi Road,1,0
5979,67.38,810,Laxmi Road,2,0
6115,68,590,Laxmi Road,1,0
6264,70,1157,Laxmi Road,2,0
142,19.65,600,Lulla Nagar,1,0
176,21,1000,Lulla Nagar,2,0
204,22,2030,Lulla Nagar,3,1
221,23,1810,Lulla Nagar,3,1
241,24,1135,Lulla Nagar,2,0
276,25,1412,Lulla Nagar,3,0
310,25.26,1230,Lulla Nagar,2,0
736,32.72,619,Lulla Nagar,1,0
795,33.15,510,Lulla Nagar,1,0
956,35,580,Lulla Nagar,1,0
1242,37.62,650,Lulla Nagar,2,0
1315,38,500,Lulla Nagar,1,1
1325,38,2700,Lulla Nagar,5,0
1348,38.13,1075,Lulla Nagar,2,0
1977,42.1,675,Lulla Nagar,1,1
1979,42.15,2285,Lulla Nagar,3,0
1987,42.33,750,Lulla Nagar,2,0
2031,42.81,1232,Lulla Nagar,2,1
2145,43.7,5200,Lulla Nagar,5,0
2187,44,1050,Lulla Nagar,2,0
2239,44,600,Lulla Nagar,1,0
2540,45.5,900,Lulla Nagar,2,0
2620,46,650,Lulla Nagar,1,0
2710,46.17,650,Lulla Nagar,1,0
2717,46.33,945,Lulla Nagar,2,0
2856,47.25,1110,Lulla Nagar,2,0
2881,47.74,707,Lulla Nagar,2,1
2932,48,1015,Lulla Nagar,2,0
2942,48,650,Lulla Nagar,1,0
2964,48,615,Lulla Nagar,1,0
3095,49,768,Lulla Nagar,2,0
3109,49,350,Lulla Nagar,1,0
3139,49.27,762,Lulla Nagar,2,1
3156,49.5,1690,Lulla Nagar,3,0
3171,49.65,950,Lulla Nagar,3,0
3322,50,1100,Lulla Nagar,2,0
3379,50,600,Lulla Nagar,1,0
3442,50.35,676,Lulla Nagar,2,1
3645,52,1050,Lulla Nagar,2,0
3696,52.36,710,Lulla Nagar,1,1
3771,53,1100,Lulla Nagar,2,1
3794,53,750,Lulla Nagar,1,1
3880,54,1095,Lulla Nagar,2,0
3990,55,3700,Lulla Nagar,3,0
4097,55,1220,Lulla Nagar,2,1
4214,55,510,Lulla Nagar,2,1
4336,56,1050,Lulla Nagar,2,0
4370,56,920,Lulla Nagar,2,1
4498,57,750,Lulla Nagar,1,0
4499,57,890,Lulla Nagar,2,0
4561,57.5,324,Lulla Nagar,1,0
4594,58,780,Lulla Nagar,2,1
4618,58,585,Lulla Nagar,1,0
4634,58,447,Lulla Nagar,1,1
4687,58,590,Lulla Nagar,1,0
4891,60,607,Lulla Nagar,1,1
5220,62,750,Lulla Nagar,1,0
5339,62.93,1750,Lulla Nagar,3,0
5355,63,800,Lulla Nagar,2,1
5545,65,940,Lulla Nagar,2,1
5617,65,1500,Lulla Nagar,3,0
5680,65,525,Lulla Nagar,1,0
5792,65,1050,Lulla Nagar,2,0
6169,69,540,Lulla Nagar,1,0
6230,69.5,1635,Lulla Nagar,3,1
151,20,1680,Mahatma Gandhi Road,3,0
165,20,1455,Mahatma Gandhi Road,3,0
287,25,5245,Mahatma Gandhi Road,5,1
610,31,1150,Mahatma Gandhi Road,3,0
807,33.5,450,Mahatma Gandhi Road,1,0
896,34.77,1225,Mahatma Gandhi Road,3,0
916,35,1133,Mahatma Gandhi Road,2,1
951,35,1100,Mahatma Gandhi Road,2,0
1017,35,902,Mahatma Gandhi Road,2,0
1137,36.25,965,Mahatma Gandhi Road,2,1
1155,36.54,625,Mahatma Gandhi Road,1,0
1189,37,1450,Mahatma Gandhi Road,3,0
1222,37.15,560,Mahatma Gandhi Road,1,0
1345,38.13,1600,Mahatma Gandhi Road,3,0
1604,40,617,Mahatma Gandhi Road,1,0
1633,40,1175,Mahatma Gandhi Road,2,0
2026,42.79,1450,Mahatma Gandhi Road,3,1
2038,42.85,950,Mahatma Gandhi Road,2,0
2090,43,800,Mahatma Gandhi Road,2,1
2172,44,1150,Mahatma Gandhi Road,3,0
2182,44,640,Mahatma Gandhi Road,1,0
2307,45,1150,Mahatma Gandhi Road,2,0
2487,45,1012,Mahatma Gandhi Road,3,1
2503,45,548,Mahatma Gandhi Road,1,0
2610,46,790,Mahatma Gandhi Road,2,1
2617,46,1050,Mahatma Gandhi Road,2,0
2749,46.74,590,Mahatma Gandhi Road,1,0
2864,47.36,450,Mahatma Gandhi Road,1,0
2920,48,780,Mahatma Gandhi Road,1,1
2961,48,650,Mahatma Gandhi Road,1,0
2991,48,721,Mahatma Gandhi Road,2,1
3006,48,1350,Mahatma Gandhi Road,3,1
3034,48.48,430,Mahatma Gandhi Road,1,1
3048,48.6,1350,Mahatma Gandhi Road,3,1
3051,48.66,720,Mahatma Gandhi Road,1,1
3082,49,981,Mahatma Gandhi Road,2,1
3214,50,638,Mahatma Gandhi Road,2,0
3411,50,560,Mahatma Gandhi Road,1,0
3542,51.63,600,Mahatma Gandhi Road,1,1
3563,52,975,Mahatma Gandhi Road,2,0
3568,52,1205,Mahatma Gandhi Road,1,0
3590,52,400,Mahatma Gandhi Road,1,0
3643,52,810,Mahatma Gandhi Road,2,0
3644,52,2365,Mahatma Gandhi Road,4,0
3652,52,1100,Mahatma Gandhi Road,2,0
3757,53,720,Mahatma Gandhi Road,1,0
3898,54,2260,Mahatma Gandhi Road,3,1
3992,55,585,Mahatma Gandhi Road,1,0
4146,55,981,Mahatma Gandhi Road,2,1
4221,55,885,Mahatma Gandhi Road,3,1
4225,55,698,Mahatma Gandhi Road,2,1
4454,56.8,1050,Mahatma Gandhi Road,2,0
4486,57,1000,Mahatma Gandhi Road,2,0
4523,57,675,Mahatma Gandhi Road,2,1
4543,57,690,Mahatma Gandhi Road,1,1
4570,57.9,534,Mahatma Gandhi Road,2,1
4615,58,1010,Mahatma Gandhi Road,3,1
4797,59,1017,Mahatma Gandhi Road,3,1
4970,60,980,Mahatma Gandhi Road,2,1
5041,60,994,Mahatma Gandhi Road,2,1
5181,61.3,1600,Mahatma Gandhi Road,3,1
5205,62,900,Mahatma Gandhi Road,2,1
5260,62,580,Mahatma Gandhi Road,1,0
5262,62,550,Mahatma Gandhi Road,1,0
5331,62.8,1021,Mahatma Gandhi Road,2,1
5383,63,1350,Mahatma Gandhi Road,3,0
5391,63,1050,Mahatma Gandhi Road,2,1
5422,64,520,Mahatma Gandhi Road,1,0
5604,65,750,Mahatma Gandhi Road,1,1
5759,65,585,Mahatma Gandhi Road,1,0
5994,67.5,667,Mahatma Gandhi Road,1,0
6092,68,950,Mahatma Gandhi Road,2,0
6253,70,850,Mahatma Gandhi Road,2,1
91,16.6,1760,Mangalwar peth,3,0
92,16.75,1415,Mangalwar peth,3,0
479,29,2130,Mangalwar peth,3,0
484,29,690,Mangalwar peth,1,1
706,32,1725,Mangalwar peth,3,1
712,32.49,1482,Mangalwar peth,3,1
897,34.78,1100,Mangalwar peth,2,0
1043,35.23,1960,Mangalwar peth,3,0
1081,36,600,Mangalwar peth,1,0
1330,38,600,Mangalwar peth,1,0
1463,39.08,1210,Mangalwar peth,2,0
1500,39.73,1760,Mangalwar peth,2,0
1672,40,2963,Mangalwar peth,4,0
1767,41,1300,Mangalwar peth,2,0
1842,41.58,1311,Mangalwar peth,3,1
1902,42,890,Mangalwar peth,2,0
1938,42,413,Mangalwar peth,1,0
2025,42.79,920,Mangalwar peth,2,1
2053,43,1380,Mangalwar peth,2,0
2141,43.63,3313,Mangalwar peth,4,1
2201,44,925,Mangalwar peth,2,0
2215,44,925,Mangalwar peth,2,1
2304,45,1500,Mangalwar peth,3,0
2401,45,595,Mangalwar peth,1,0
2628,46,864,Mangalwar peth,2,0
2759,46.8,400,Mangalwar peth,1,0
2882,47.8,944,Mangalwar peth,3,1
2903,48,1341,Mangalwar peth,3,1
2943,48,650,Mangalwar peth,1,0
2977,48,1705,Mangalwar peth,4,1
2996,48,1050,Mangalwar peth,2,0
3080,49,1300,Mangalwar peth,2,0
3141,49.3,837,Mangalwar peth,2,1
3145,49.35,650,Mangalwar peth,1,0
3180,49.85,1055,Mangalwar peth,3,1
3203,50,585,Mangalwar peth,1,0
3217,50,1500,Mangalwar peth,3,0
3782,53,1450,Mangalwar peth,3,1
3783,53,1050,Mangalwar peth,2,0
3908,54,538,Mangalwar peth,2,1
4103,55,490,Mangalwar peth,1,1
4306,56,610,Mangalwar peth,1,0
4330,56,650,Mangalwar peth,1,0
4342,56,585,Mangalwar peth,1,0
4423,56.2,1050,Mangalwar peth,2,1
4435,56.5,650,Mangalwar peth,1,0
4513,57,656,Mangalwar peth,1,1
4550,57.15,560,Mangalwar peth,1,0
4568,57.63,748,Mangalwar peth,2,0
4581,58,538,Mangalwar peth,2,1
4667,58,575,Mangalwar peth,1,0
4682,58,690,Mangalwar peth,1,1
4706,58,729,Mangalwar peth,2,1
4717,58.25,960,Mangalwar peth,2,0
4736,58.82,510,Mangalwar peth,2,1
4958,60,660,Mangalwar peth,1,1
5143,61,1350,Mangalwar peth,3,0
5361,63,1650,Mangalwar peth,3,0
5364,63,550,Mangalwar peth,1,0
5389,63,709,Mangalwar peth,1,1
5433,64,1440,Mangalwar peth,3,1
5839,66,1238,Mangalwar peth,3,1
6017,68,750,Mangalwar peth,1,1
6104,68,610,Mangalwar peth,1,0
6121,68.29,900,Mangalwar peth,2,1
232,23.5,1200,Manik Bagh,2,1
360,26.25,660,Manik Bagh,1,1
416,27.68,1560,Manik Bagh,3,0
425,28,550,Manik Bagh,1,0
648,31.95,1000,Manik Bagh,2,0
692,32,650,Manik Bagh,1,0
729,32.63,640,Manik Bagh,2,1
744,32.9,1080,Manik Bagh,2,0
846,34,450,Manik Bagh,1,0
868,34.18,1650,Manik Bagh,3,0
902,34.9,1150,Manik Bagh,2,1
959,35,1056,Manik Bagh,2,0
1011,35,1950,Manik Bagh,3,1
1053,35.41,780,Manik Bagh,2,0
1096,36,1944,Manik Bagh,4,1
1285,38,3320,Manik Bagh,5,0
1445,39,625,Manik Bagh,1,0
1488,39.5,594,Manik Bagh,1,0
1525,40,1083,Manik Bagh,2,0
1542,40,3410,Manik Bagh,4,1
1573,40,680,Manik Bagh,1,1
1600,40,3500,Manik Bagh,7,0
1617,40,1109,Manik Bagh,2,0
1721,40.44,380,Manik Bagh,1,0
2217,44,650,Manik Bagh,1,1
2296,45,900,Manik Bagh,2,0
2565,45.87,1700,Manik Bagh,3,0
2775,47,1285,Manik Bagh,3,0
2798,47,700,Manik Bagh,1,0
2824,47,425,Manik Bagh,1,0
2940,48,1250,Manik Bagh,2,0
2947,48,650,Manik Bagh,1,0
2987,48,650,Manik Bagh,1,0
3044,48.5,480,Manik Bagh,1,1
3090,49,690,Manik Bagh,1,1
3283,50,495,Manik Bagh,1,1
3663,52,1160,Manik Bagh,2,1
3688,52.25,2500,Manik Bagh,4,0
3708,52.5,600,Manik Bagh,1,1
3765,53,1550,Manik Bagh,3,1
3934,54.21,1375,Manik Bagh,3,0
4087,55,1771,Manik Bagh,3,1
4107,55,1202,Manik Bagh,2,1
4144,55,972,Manik Bagh,2,1
4307,56,610,Manik Bagh,1,0
4383,56,401,Manik Bagh,1,1
4399,56,820,Manik Bagh,2,0
4458,56.86,620,Manik Bagh,1,0
4551,57.2,560,Manik Bagh,1,0
4712,58.11,356,Manik Bagh,1,1
4763,59,975,Manik Bagh,2,0
4961,60,890,Manik Bagh,2,1
4983,60,715,Manik Bagh,1,0
4988,60,1760,Manik Bagh,3,0
4996,60,1167,Manik Bagh,3,1
5004,60,894,Manik Bagh,2,1
5148,61,1100,Manik Bagh,2,1
5369,63,1550,Manik Bagh,3,0
5460,64.08,600,Manik Bagh,1,0
5477,64.5,1000,Manik Bagh,2,0
5507,65,1280,Manik Bagh,3,1
5577,65,1055,Manik Bagh,2,1
5584,65,650,Manik Bagh,1,1
5637,65,650,Manik Bagh,1,0
5670,65,650,Manik Bagh,1,0
5686,65,977,Manik Bagh,2,0
5742,65,500,Manik Bagh,1,0
5812,65.5,632,Manik Bagh,2,1
6040,68,1750,Manik Bagh,3,0
6134,68.5,349,Manik Bagh,1,1
6267,70,1140,Manik Bagh,2,0
6298,70,525,Manik Bagh,1,0
146,19.9,745,Market yard,1,0
292,25,1150,Market yard,2,0
296,25,1240,Market yard,2,0
716,32.49,320,Market yard,1,0
730,32.64,510,Market yard,1,1
910,35,1580,Market yard,3,0
1260,37.84,1000,Market yard,2,0
1337,38,560,Market yard,1,0
1491,39.55,560,Market yard,1,0
1563,40,1242,Market yard,3,0
1643,40,1690,Market yard,3,0
1686,40,1050,Market yard,2,1
1692,40.14,1025,Market yard,2,0
1792,41,600,Market yard,1,0
1852,42,1135,Market yard,2,1
2008,42.59,1000,Market yard,2,0
2045,42.92,1050,Market yard,2,0
2227,44,1100,Market yard,2,1
2286,45,1100,Market yard,3,0
2301,45,1278,Market yard,2,0
2527,45.12,1120,Market yard,2,0
2541,45.5,1242,Market yard,3,0
2747,46.62,1100,Market yard,3,0
2839,47,1280,Market yard,2,0
2899,48,920,Market yard,2,0
2900,48,650,Market yard,1,1
2990,48,720,Market yard,2,1
3032,48.48,1010,Market yard,2,0
3049,48.6,1039,Market yard,2,1
3055,48.72,551,Market yard,2,1
3063,48.79,1100,Market yard,2,0
3245,50,750,Market yard,2,0
3447,50.5,1264,Market yard,3,0
3532,51.5,920,Market yard,2,1
3680,52.08,575,Market yard,1,1
3758,53,1100,Market yard,2,1
3766,53,1100,Market yard,2,1
3910,54,950,Market yard,2,1
4002,55,850,Market yard,2,0
4074,55,1180,Market yard,2,0
4251,55.15,746,Market yard,2,1
4462,56.99,657,Market yard,1,0
4487,57,1100,Market yard,2,0
4586,58,617,Market yard,2,1
4598,58,550,Market yard,1,1
4743,58.99,607,Market yard,1,0
4773,59,2580,Market yard,4,1
4823,59.5,900,Market yard,2,1
5048,60,1113,Market yard,3,1
5109,60,1565,Market yard,3,0
5145,61,1750,Market yard,3,0
5160,61,555,Market yard,1,0
5185,61.44,650,Market yard,1,0
5238,62,1580,Market yard,3,0
5258,62,1000,Market yard,3,0
5263,62,600,Market yard,1,0
5410,63.59,550,Market yard,1,0
5509,65,950,Market yard,2,1
5517,65,1100,Market yard,2,0
5583,65,650,Market yard,1,1
5602,65,800,Market yard,2,0
5679,65,945,Market yard,2,0
5696,65,600,Market yard,1,0
5920,67,1060,Market yard,2,0
6284,70,1250,Market yard,2,0
18,12,1078,Model colony,2,0
26,13,2235,Model colony,4,0
167,20,1210,Model colony,2,0
187,21.53,1200,Model colony,2,0
344,26,780,Model colony,2,1
379,27,638,Model colony,1,0
381,27,890,Model colony,2,0
717,32.49,1618,Model colony,3,1
815,33.6,860,Model colony,1,0
871,34.22,816,Model colony,2,1
1307,38,453,Model colony,1,0
1389,38.69,1690,Model colony,3,0
1477,39.5,1830,Model colony,3,0
1506,39.82,775,Model colony,1,0
1527,40,1110,Model colony,2,0
1564,40,675,Model colony,1,0
1599,40,890,Model colony,2,0
1814,41,833,Model colony,2,0
1844,41.6,1170,Model colony,2,1
1854,42,3080,Model colony,3,1
1931,42,285,Model colony,1,0
2022,42.75,1900,Model colony,3,0
2044,42.9,1175,Model colony,2,0
2131,43.55,994,Model colony,2,1
2235,44,1100,Model colony,2,0
2252,44.4,700,Model colony,1,0
2549,45.56,1200,Model colony,2,0
2622,46,1620,Model colony,3,0
2645,46,1050,Model colony,2,1
2854,47.25,675,Model colony,2,1
3039,48.5,1655,Model colony,3,1
3189,49.9,1050,Model colony,2,0
3216,50,2475,Model colony,4,1
3237,50,1046,Model colony,2,1
3430,50.06,410,Model colony,1,0
3446,50.49,660,Model colony,1,1
3842,53.56,670,Model colony,1,1
3927,54,650,Model colony,1,0
4009,55,1000,Model colony,2,0
4058,55,749,Model colony,2,1
4081,55,1080,Model colony,2,0
4109,55,2065,Model colony,3,0
4215,55,504,Model colony,2,1
4326,56,505,Model colony,1,0
4522,57,999,Model colony,2,1
4776,59,1306,Model colony,3,1
5110,60,2050,Model colony,3,0
5117,60.33,1198,Model colony,2,0
5120,60.47,1150,Model colony,2,0
5153,61,1050,Model colony,2,0
5393,63,1500,Model colony,3,0
5414,63.98,1450,Model colony,3,0
5491,64.86,900,Model colony,2,0
5542,65,850,Model colony,2,0
5629,65,1000,Model colony,3,0
5710,65,620,Model colony,1,0
5779,65,650,Model colony,1,0
5882,66,802,Model colony,1,0
5937,67,650,Model colony,2,0
5946,67,900,Model colony,2,0
6076,68,830,Model colony,2,0
6179,69,989,Model colony,2,0
6203,69,980,Model colony,2,1
94,16.9,1147,Mukund Nagar,2,0
141,19.55,759,Mukund Nagar,1,0
214,22.8,1785,Mukund Nagar,3,1
263,25,860,Mukund Nagar,1,0
300,25,1055,Mukund Nagar,2,0
315,25.4,1640,Mukund Nagar,3,0
419,28,1050,Mukund Nagar,2,0
759,33,1575,Mukund Nagar,3,0
877,34.49,1016,Mukund Nagar,2,0
979,35,488,Mukund Nagar,1,0
1005,35,700,Mukund Nagar,1,0
1401,39,1250,Mukund Nagar,2,0
1478,39.5,1100,Mukund Nagar,2,0
1495,39.7,400,Mukund Nagar,1,0
1514,39.9,950,Mukund Nagar,2,0
1540,40,1805,Mukund Nagar,3,1
1652,40,650,Mukund Nagar,1,0
1756,40.8,650,Mukund Nagar,1,0
1808,41,1250,Mukund Nagar,3,0
1968,42,490,Mukund Nagar,1,1
2032,42.81,975,Mukund Nagar,2,1
2047,43,735,Mukund Nagar,1,0
2067,43,620,Mukund Nagar,1,0
2183,44,675,Mukund Nagar,1,0
2421,45,850,Mukund Nagar,2,1
2627,46,650,Mukund Nagar,1,0
2647,46,683,Mukund Nagar,1,0
2676,46,1030,Mukund Nagar,2,1
2928,48,525,Mukund Nagar,2,1
2959,48,900,Mukund Nagar,2,0
2976,48,1305,Mukund Nagar,3,1
2980,48,1418,Mukund Nagar,3,1
3123,49,2400,Mukund Nagar,4,1
3158,49.5,2700,Mukund Nagar,4,0
3235,50,411,Mukund Nagar,1,1
3441,50.3,931,Mukund Nagar,3,1
3506,51,976,Mukund Nagar,2,1
3713,52.5,550,Mukund Nagar,1,0
3857,53.76,1168,Mukund Nagar,2,0
3877,54,1140,Mukund Nagar,2,0
4007,55,650,Mukund Nagar,1,0
4068,55,2065,Mukund Nagar,3,1
4135,55,873,Mukund Nagar,2,1
4196,55,1098,Mukund Nagar,2,0
4275,55.55,660,Mukund Nagar,1,0
4305,56,605,Mukund Nagar,1,1
4438,56.5,650,Mukund Nagar,1,0
4558,57.5,324,Mukund Nagar,1,0
4718,58.25,565,Mukund Nagar,1,1
4754,59,550,Mukund Nagar,1,1
4798,59,821,Mukund Nagar,3,1
4992,60,925,Mukund Nagar,2,0
5070,60,744,Mukund Nagar,2,1
5447,64,1240,Mukund Nagar,2,1
5554,65,1000,Mukund Nagar,2,0
5598,65,1450,Mukund Nagar,2,0
5630,65,450,Mukund Nagar,1,0
5966,67,600,Mukund Nagar,1,0
6062,68,374,Mukund Nagar,1,1
6083,68,600,Mukund Nagar,1,0
6202,69,3000,Mukund Nagar,2,1
71,16,1415,Mundhawa,3,0
124,18.5,1400,Mundhawa,3,0
171,20,1680,Mundhawa,3,0
325,25.75,1000,Mundhawa,2,0
365,26.65,350,Mundhawa,1,0
663,32,936,Mundhawa,2,0
782,33,1080,Mundhawa,2,1
790,33.03,900,Mundhawa,2,0
811,33.51,1550,Mundhawa,2,0
875,34.3,473,Mundhawa,1,1
1041,35.23,1650,Mundhawa,3,1
1077,36,1190,Mundhawa,2,1
1143,36.38,540,Mundhawa,1,1
1372,38.5,380,Mundhawa,1,0
1399,39,648,Mundhawa,1,0
1472,39.33,1357,Mundhawa,3,0
1625,40,670,Mundhawa,2,0
1644,40,1192,Mundhawa,2,0
2113,43.32,693,Mundhawa,1,1
2155,43.82,700,Mundhawa,2,1
2270,44.6,1500,Mundhawa,2,0
2316,45,728,Mundhawa,1,1
2332,45,525,Mundhawa,1,0
2548,45.51,1000,Mundhawa,2,1
2626,46,850,Mundhawa,2,0
3093,49,1180,Mundhawa,3,1
3195,50,1400,Mundhawa,2,0
3232,50,1250,Mundhawa,2,0
3244,50,750,Mundhawa,1,0
3325,50,615,Mundhawa,1,0
3458,50.74,1120,Mundhawa,2,0
3664,52,639,Mundhawa,1,1
3741,52.97,1843,Mundhawa,4,1
3778,53,910,Mundhawa,2,0
3790,53,1050,Mundhawa,2,0
4104,55,530,Mundhawa,1,1
4116,55,640,Mundhawa,1,0
4121,55,1250,Mundhawa,3,0
4206,55,1480,Mundhawa,3,0
4418,56.12,1450,Mundhawa,3,1
4527,57,1500,Mundhawa,3,0
4573,57.9,583,Mundhawa,3,1
4585,58,630,Mundhawa,2,1
4625,58,649,Mundhawa,2,1
4972,60,880,Mundhawa,2,1
4982,60,715,Mundhawa,1,0
5035,60,1786,Mundhawa,3,0
5169,61,1000,Mundhawa,2,0
5259,62,900,Mundhawa,2,0
5731,65,580,Mundhawa,1,0
5753,65,560,Mundhawa,1,1
5858,66,645,Mundhawa,1,0
5912,67,3500,Mundhawa,4,0
5980,67.38,650,Mundhawa,1,0
6011,68,582,Mundhawa,1,0
6021,68,1120,Mundhawa,2,0
6131,68.5,1800,Mundhawa,3,0
6156,69,1180,Mundhawa,2,1
6189,69,1850,Mundhawa,3,1
6268,70,1155,Mundhawa,2,1
29,13.5,895,Nagar Road,2,0
144,19.87,620,Nagar Road,1,0
413,27.6,650,Nagar Road,1,0
415,27.68,1240,Nagar Road,2,0
485,29,655,Nagar Road,1,1
503,29.47,568,Nagar Road,2,1
580,30.22,1150,Nagar Road,2,0
596,30.6,1357,Nagar Road,3,0
603,30.76,1100,Nagar Road,2,0
607,30.88,1350,Nagar Road,3,0
611,31,1050,Nagar Road,2,0
671,32,1735,Nagar Road,3,0
823,33.66,635,Nagar Road,1,0
836,34,800,Nagar Road,1,0
1076,36,340,Nagar Road,1,0
